command= python3 -u /u/zjian1/ASTZ/py_code/generate_stencil_list.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin' -c '/u/zjian1/ASTZ/stencil_list/5.0e-02/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 5.0e-02 -3 44 494 518 -M FHDE 9 
Available threads: 16
Set threads to: 8
data_min:-1672.849365234375, data_max:14206.283203125
	interp best interpParadigm = MD
Level: 1
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
B-M tuning started.
Autotuning finished.
Interp selected. Selected alpha: 1.000000. Selected beta: 1.500000. Best bitrate: 2.609789. Best PSNR: 50.832363.
Tuning time = 0.083585s
====================================== END TUNING ======================================
prediction time = 0.219194s
compression ratio = 11.87 
compression time = 0.377841
compressed data file = /work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_212.bin_5.0e-03.qoz2
Min=-1683.9925537109375, Max=5711.28466796875, range=7395.2772216796875
Max absolute error = 37
Max relative error = 0.005
Max pw relative error = 1.5E+06
PSNR = 50.789164, NRMSE= 0.002887631635
normError = 71655.732888, normErr_norm = 0.080386
acEff=0.991640
compression ratio = 11.873443
decompression time = 0.135782 seconds.
decompressed file = /work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_212.bin_5.0e-03.qoz2.bin
====================================== BEGIN TUNING ================================
Predictor tuning started.
Predictor tuning finished.
Level: 4
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 3
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 2
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 1
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
B-M tuning started.
Autotuning finished.
Interp selected. Selected alpha: 1.000000. Selected beta: 1.500000. Best bitrate: 1.933383. Best PSNR: 50.817609.
Tuning time = 0.0838816s
====================================== END TUNING ======================================
prediction time = 0.218744s
compression ratio = 16.35 
compression time = 0.377754
compressed data file = /work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_220.bin_5.0e-03.qoz2
Min=-1701.1595458984375, Max=11905.833984375, range=13606.9935302734375
Max absolute error = 68
Max relative error = 0.005
Max pw relative error = 3.8E+06
PSNR = 50.797841, NRMSE= 0.002884748516
normError = 131711.843847, normErr_norm = 0.122877
acEff=0.981670
compression ratio = 16.347633
decompression time = 0.162048 seconds.
decompressed file = /work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_220.bin_5.0e-03.qoz2.bin
====================================== BEGIN TUNING ================================
Predictor tuning started.
Predictor tuning finished.
Level: 4
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 3
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 2
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 1
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
B-M tuning started.
Autotuning finished.
Interp selected. Selected alpha: 1.000000. Selected beta: 1.500000. Best bitrate: 1.661463. Best PSNR: 50.824298.
Tuning time = 0.0830704s
====================================== END TUNING ======================================
prediction time = 0.218932s
compression ratio = 18.27 
compression time = 0.375735
compressed data file = /work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_221.bin_5.0e-03.qoz2
Min=-1656.0435791015625, Max=14393.1142578125, range=16049.1578369140625
Max absolute error = 80
Max relative error = 0.005
Max pw relative error = 2.5E+06
PSNR = 50.817795, NRMSE= 0.002878128812
normError = 154994.814178, normErr_norm = 0.146654
acEff=0.973128
compression ratio = 18.265783
decompression time = 0.150547 seconds.
decompressed file = /work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_221.bin_5.0e-03.qoz2.bin
====================================== BEGIN TUNING ================================
Predictor tuning started.
Predictor tuning finished.
Level: 4
	interp best interpAlgo = LINEAR
	interp best interpParadigm = 1D
	interp best direction = 0
Level: 3
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 2
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
Level: 1
	interp best interpAlgo = LINEAR
	interp best interpParadigm = MD
B-M tuning started.
Autotuning finished.
Interp selected. Selected alpha: 1.250000. Selected beta: 1.500000. Best bitrate: 1.714556. Best PSNR: 51.092200.
Tuning time = 0.082769s
====================================== END TUNING ======================================
prediction time = 0.218224s
compression ratio = 18.02 
compression time = 0.376513
compressed data file = /work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_222.bin_5.0e-03.qoz2
Min=-1630.7646484375, Max=14446.5244140625, range=16077.2890625
Max absolute error = 80
Max relative error = 0.005
Max pw relative error = 4.2E+06
PSNR = 51.042800, NRMSE= 0.002804529305
normError = 151296.017097, normErr_norm = 0.141729
acEff=0.975430
compression ratio = 18.021847
decompression time = 0.151205 seconds.
decompressed file = /work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_222.bin_5.0e-03.qoz2.bin
type=float nx=518 ny=494 nz=44 nw=1 raw=45036992 zfp=10245296 ratio=4.4 rate=7.28 rmse=2.789 nrmse=0.0001693 maxe=18.46 psnr=69.41
type=float nx=518 ny=494 nz=44 nw=1 raw=45036992 zfp=10331624 ratio=4.36 rate=7.341 rmse=2.79 nrmse=0.000171 maxe=17.76 psnr=69.32
type=float nx=518 ny=494 nz=44 nw=1 raw=45036992 zfp=10420496 ratio=4.32 rate=7.404 rmse=2.789 nrmse=0.0001717 maxe=18.63 psnr=69.28
type=float nx=518 ny=494 nz=44 nw=1 raw=45036992 zfp=10759912 ratio=4.19 rate=7.645 rmse=1.395 nrmse=0.0001498 maxe=8.693 psnr=70.47
type=float nx=518 ny=494 nz=44 nw=1 raw=45036992 zfp=10917648 ratio=4.13 rate=7.757 rmse=1.396 nrmse=0.000128 maxe=9.136 psnr=71.83
type=float nx=518 ny=494 nz=44 nw=1 raw=45036992 zfp=9583576 ratio=4.7 rate=6.809 rmse=2.79 nrmse=0.0001807 maxe=18.29 psnr=68.84
type=float nx=518 ny=494 nz=44 nw=1 raw=45036992 zfp=9730624 ratio=4.63 rate=6.914 rmse=2.789 nrmse=0.0001768 maxe=18.17 psnr=69.03
type=float nx=518 ny=494 nz=44 nw=1 raw=45036992 zfp=9750128 ratio=4.62 rate=6.928 rmse=2.79 nrmse=0.0001736 maxe=18.98 psnr=69.19
type=float nx=518 ny=494 nz=44 nw=1 raw=45036992 zfp=9739528 ratio=4.62 rate=6.92 rmse=2.789 nrmse=0.0001919 maxe=17.91 psnr=68.32
type=float nx=518 ny=494 nz=44 nw=1 raw=45036992 zfp=10304176 ratio=4.37 rate=7.321 rmse=2.789 nrmse=0.0001698 maxe=17.65 psnr=69.38
type=float nx=518 ny=494 nz=44 nw=1 raw=45036992 zfp=10389248 ratio=4.33 rate=7.382 rmse=2.79 nrmse=0.000171 maxe=18.93 psnr=69.32
type=float nx=518 ny=494 nz=44 nw=1 raw=45036992 zfp=10486520 ratio=4.29 rate=7.451 rmse=2.79 nrmse=0.000172 maxe=18.76 psnr=69.27
type=float nx=518 ny=494 nz=44 nw=1 raw=45036992 zfp=9397064 ratio=4.79 rate=6.677 rmse=2.79 nrmse=0.0001714 maxe=17.89 psnr=69.30
type=float nx=518 ny=494 nz=44 nw=1 raw=45036992 zfp=9557632 ratio=4.71 rate=6.791 rmse=2.79 nrmse=0.0001757 maxe=18.28 psnr=69.09
type=float nx=518 ny=494 nz=44 nw=1 raw=45036992 zfp=11070216 ratio=4.07 rate=7.866 rmse=1.395 nrmse=0.0001716 maxe=8.889 psnr=69.29
type=float nx=518 ny=494 nz=44 nw=1 raw=45036992 zfp=9800520 ratio=4.6 rate=6.964 rmse=2.79 nrmse=0.000171 maxe=17.56 psnr=69.32
type=float nx=518 ny=494 nz=44 nw=1 raw=45036992 zfp=9823536 ratio=4.58 rate=6.98 rmse=2.789 nrmse=0.0001763 maxe=17.89 psnr=69.06
type=float nx=518 ny=494 nz=44 nw=1 raw=45036992 zfp=9805056 ratio=4.59 rate=6.967 rmse=2.79 nrmse=0.0001755 maxe=17.94 psnr=69.09
type=float nx=518 ny=494 nz=44 nw=1 raw=45036992 zfp=10572872 ratio=4.26 rate=7.512 rmse=2.789 nrmse=0.0001703 maxe=18.13 psnr=69.35
type=float nx=518 ny=494 nz=44 nw=1 raw=45036992 zfp=10657152 ratio=4.23 rate=7.572 rmse=2.79 nrmse=0.0001713 maxe=18.61 psnr=69.31
type=float nx=518 ny=494 nz=44 nw=1 raw=45036992 zfp=10760264 ratio=4.19 rate=7.645 rmse=2.789 nrmse=0.0001726 maxe=18.07 psnr=69.24
type=float nx=518 ny=494 nz=44 nw=1 raw=45036992 zfp=11072232 ratio=4.07 rate=7.867 rmse=1.395 nrmse=0.0001153 maxe=8.878 psnr=72.75
type=float nx=518 ny=494 nz=44 nw=1 raw=45036992 zfp=9820248 ratio=4.59 rate=6.978 rmse=2.79 nrmse=0.0001741 maxe=18.96 psnr=69.16
type=float nx=518 ny=494 nz=44 nw=1 raw=45036992 zfp=11329648 ratio=3.98 rate=8.05 rmse=1.395 nrmse=0.0001886 maxe=9.396 psnr=68.47
type=float nx=518 ny=494 nz=44 nw=1 raw=45036992 zfp=10064392 ratio=4.47 rate=7.151 rmse=2.789 nrmse=0.000205 maxe=17.88 psnr=67.75
type=float nx=518 ny=494 nz=44 nw=1 raw=45036992 zfp=10083712 ratio=4.47 rate=7.165 rmse=2.79 nrmse=0.0001738 maxe=17.34 psnr=69.18
type=float nx=518 ny=494 nz=44 nw=1 raw=45036992 zfp=10067864 ratio=4.47 rate=7.153 rmse=2.789 nrmse=0.0001735 maxe=18.3 psnr=69.19
cuSZp finished!
cuSZp compression   end-to-end speed: 80.777983 GB/s
cuSZp decompression end-to-end speed: 104.900893 GB/s
cuSZp compression ratio: 10.174991

[0;32mPass error check![0m
cuSZp finished!
cuSZp compression   end-to-end speed: 80.055285 GB/s
cuSZp decompression end-to-end speed: 106.296583 GB/s
cuSZp compression ratio: 9.914941

[0;32mPass error check![0m
cuSZp finished!
cuSZp compression   end-to-end speed: 80.782846 GB/s
cuSZp decompression end-to-end speed: 105.461379 GB/s
cuSZp compression ratio: 9.845615

[0;32mPass error check![0m
cuSZp finished!
cuSZp compression   end-to-end speed: 80.632403 GB/s
cuSZp decompression end-to-end speed: 105.436528 GB/s
cuSZp compression ratio: 9.766472

[0;32mPass error check![0m
cuSZp finished!
cuSZp compression   end-to-end speed: 81.306455 GB/s
cuSZp decompression end-to-end speed: 107.342205 GB/s
cuSZp compression ratio: 9.925937

[0;32mPass error check![0m
cuSZp finished!
cuSZp compression   end-to-end speed: 81.237561 GB/s
cuSZp decompression end-to-end speed: 110.206661 GB/s
cuSZp compression ratio: 11.191361

[0;32mPass error check![0m
cuSZp finished!
cuSZp compression   end-to-end speed: 82.801174 GB/s
cuSZp decompression end-to-end speed: 111.710941 GB/s
cuSZp compression ratio: 11.036217

[0;32mPass error check![0m
cuSZp finished!
cuSZp compression   end-to-end speed: 81.752156 GB/s
cuSZp decompression end-to-end speed: 111.460468 GB/s
cuSZp compression ratio: 10.997174

[0;32mPass error check![0m
cuSZp finished!
cuSZp compression   end-to-end speed: 81.702399 GB/s
cuSZp decompression end-to-end speed: 108.786425 GB/s
cuSZp compression ratio: 10.717163

[0;32mPass error check![0m
cuSZp finished!
cuSZp compression   end-to-end speed: 80.285138 GB/s
cuSZp decompression end-to-end speed: 107.842434 GB/s
cuSZp compression ratio: 10.146703

[0;32mPass error check![0m
cuSZp finished!
cuSZp compression   end-to-end speed: 80.064838 GB/s
cuSZp decompression end-to-end speed: 104.030922 GB/s
cuSZp compression ratio: 9.911973

[0;32mPass error check![0m
cuSZp finished!
cuSZp compression   end-to-end speed: 81.051147 GB/s
cuSZp decompression end-to-end speed: 106.693718 GB/s
cuSZp compression ratio: 9.837760

[0;32mPass error check![0m
cuSZp finished!
cuSZp compression   end-to-end speed: 81.331085 GB/s
cuSZp decompression end-to-end speed: 107.773159 GB/s
cuSZp compression ratio: 11.924896

[0;32mPass error check![0m
cuSZp finished!
cuSZp compression   end-to-end speed: 81.429776 GB/s
cuSZp decompression end-to-end speed: 111.128244 GB/s
cuSZp compression ratio: 11.399104

[0;32mPass error check![0m
cuSZp finished!
cuSZp compression   end-to-end speed: 80.841229 GB/s
cuSZp decompression end-to-end speed: 106.685235 GB/s
cuSZp compression ratio: 9.030227

[0;32mPass error check![0m
cuSZp finished!
cuSZp compression   end-to-end speed: 81.742205 GB/s
cuSZp decompression end-to-end speed: 112.469159 GB/s
cuSZp compression ratio: 11.152982

[0;32mPass error check![0m
cuSZp finished!
cuSZp compression   end-to-end speed: 80.246738 GB/s
cuSZp decompression end-to-end speed: 94.295839 GB/s
cuSZp compression ratio: 10.946091

[0;32mPass error check![0m
cuSZp finished!
cuSZp compression   end-to-end speed: 82.092172 GB/s
cuSZp decompression end-to-end speed: 112.018603 GB/s
cuSZp compression ratio: 11.053531

[0;32mPass error check![0m
cuSZp finished!
cuSZp compression   end-to-end speed: 80.987564 GB/s
cuSZp decompression end-to-end speed: 103.597326 GB/s
cuSZp compression ratio: 9.442272

[0;32mPass error check![0m
cuSZp finished!
cuSZp compression   end-to-end speed: 80.826630 GB/s
cuSZp decompression end-to-end speed: 106.019511 GB/s
cuSZp compression ratio: 9.232032

[0;32mPass error check![0m
cuSZp finished!
cuSZp compression   end-to-end speed: 82.323786 GB/s
cuSZp decompression end-to-end speed: 106.617439 GB/s
cuSZp compression ratio: 9.154195

[0;32mPass error check![0m
cuSZp finished!
cuSZp compression   end-to-end speed: 81.503946 GB/s
cuSZp decompression end-to-end speed: 108.698328 GB/s
cuSZp compression ratio: 10.012635

[0;32mPass error check![0m
cuSZp finished!
cuSZp compression   end-to-end speed: 81.390273 GB/s
cuSZp decompression end-to-end speed: 109.532152 GB/s
cuSZp compression ratio: 10.644345

[0;32mPass error check![0m
cuSZp finished!
cuSZp compression   end-to-end speed: 80.550138 GB/s
cuSZp decompression end-to-end speed: 107.428125 GB/s
cuSZp compression ratio: 8.271858

[0;32mPass error check![0m
cuSZp finished!
cuSZp compression   end-to-end speed: 81.070725 GB/s
cuSZp decompression end-to-end speed: 104.014802 GB/s
cuSZp compression ratio: 9.770939

[0;32mPass error check![0m
cuSZp finished!
cuSZp compression   end-to-end speed: 82.328837 GB/s
cuSZp decompression end-to-end speed: 109.371490 GB/s
cuSZp compression ratio: 10.274227

[0;32mPass error check![0m
cuSZp finished!
cuSZp compression   end-to-end speed: 82.162524 GB/s
cuSZp decompression end-to-end speed: 110.224766 GB/s
cuSZp compression ratio: 10.365551

[0;32mPass error check![0m
command= python3 -u /u/zjian1/ASTZ/py_code/generate_stencil_list.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin' -c '/u/zjian1/ASTZ/stencil_list/2.0e-03/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-03 -3 44 494 518 -M FHDE 9 
Available threads: 16
Set threads to: 8
data_min:-1672.849365234375, data_max:14206.283203125
stencil=411, total_loss=0.00010065811711416336, total_rmsqb=1.2541064866704112
stencil=412, total_loss=9.972707273166039e-05, total_rmsqb=1.2482930390866536
stencil=413, total_loss=0.00012676363693407594, total_rmsqb=1.4073669838016438
stencil=421, total_loss=9.353099361691437e-05, total_rmsqb=1.2088927889868013
stencil=422, total_loss=0.00010200188701314616, total_rmsqb=1.2624497948751898
stencil=423, total_loss=0.00010123841106082836, total_rmsqb=1.2577162529066097
stencil=431, total_loss=9.354828943992402e-05, total_rmsqb=1.2090045585103526
[44, 494, 518]
stencil=221, total_loss=9.485795632056098e-05, total_rmsqb=1.2815138068428393
stencil=253, total_loss=0.00012302127374723155, total_rmsqb=1.45940731046541
stencil=263, total_loss=0.0001282505912200707, total_rmsqb=1.4901023362999781
[44, 247, 259]
stencil=411, total_loss=9.97947651497221e-05, total_rmsqb=1.383619527272606
stencil=412, total_loss=9.89077735099239e-05, total_rmsqb=1.3774568886001066
stencil=413, total_loss=0.00012000869438921878, total_rmsqb=1.5172919647747487
stencil=421, total_loss=9.527461177084599e-05, total_rmsqb=1.351921255643714
stencil=422, total_loss=0.00010174983551743088, total_rmsqb=1.3971069733815038
stencil=423, total_loss=0.00010151214598251468, total_rmsqb=1.3954741851473154
stencil=431, total_loss=9.538440898606173e-05, total_rmsqb=1.3527000278953176
[44, 247, 259]
stencil=221, total_loss=9.254588470785316e-05, total_rmsqb=1.4025480634871461
stencil=253, total_loss=0.00011568093681255618, total_rmsqb=1.5680867879068574
stencil=263, total_loss=0.0001193740043001449, total_rmsqb=1.592920414859581
[44, 124, 130]
stencil=411, total_loss=9.509967095953528e-05, total_rmsqb=1.4965977880388481
stencil=412, total_loss=9.539849985927208e-05, total_rmsqb=1.498947301396442
stencil=413, total_loss=0.00011178799607571351, total_rmsqb=1.6226063728654108
stencil=421, total_loss=9.384984842120341e-05, total_rmsqb=1.486730940318054
stencil=422, total_loss=9.895756718791676e-05, total_rmsqb=1.5266521609706785
stencil=423, total_loss=9.971099690922784e-05, total_rmsqb=1.5324528495022773
stencil=431, total_loss=9.367830226938466e-05, total_rmsqb=1.4853715368163694
[44, 124, 130]
stencil=241, total_loss=9.23119727667258e-05, total_rmsqb=1.5521046594459482
stencil=242, total_loss=9.126346528483054e-05, total_rmsqb=1.5432648478906048
stencil=243, total_loss=0.00010691091206843372, total_rmsqb=1.6703327788376365
[44, 62, 130]
stencil=222, total_loss=0.00010491957990908061, total_rmsqb=1.7417934489388651
stencil=252, total_loss=9.511701424981487e-05, total_rmsqb=1.6584313006071787
stencil=262, total_loss=0.00011013668832267877, total_rmsqb=1.7845732881430652
[44, 31, 130]
stencil=222, total_loss=0.00010102198619082642, total_rmsqb=1.7990893282689415
stencil=252, total_loss=8.714387810849076e-05, total_rmsqb=1.6709490878135331
stencil=262, total_loss=0.00010567555553976646, total_rmsqb=1.8400602594437112
[44, 16, 130]
stencil=222, total_loss=9.470206357959407e-05, total_rmsqb=1.833584343343701
stencil=252, total_loss=8.764497227103138e-05, total_rmsqb=1.7639435175962266
stencil=262, total_loss=0.0001000135287697884, total_rmsqb=1.8843021604302745
[44, 8, 130]
stencil=222, total_loss=9.14284956803369e-05, total_rmsqb=1.8964367054866473
stencil=252, total_loss=8.316541088028992e-05, total_rmsqb=1.8087099768413542
stencil=262, total_loss=9.297800454753531e-05, total_rmsqb=1.9124393719549695
[44, 4, 130]
stencil=222, total_loss=8.512420493452654e-05, total_rmsqb=1.9261960787923753
stencil=252, total_loss=7.698354441235388e-05, total_rmsqb=1.8317783065808795
stencil=262, total_loss=8.938322220071476e-05, total_rmsqb=1.973794631581082
[44, 2, 130]
stencil=222, total_loss=8.09384851477548e-05, total_rmsqb=1.977096606803593
stencil=252, total_loss=7.329747526352588e-05, total_rmsqb=1.8814594498618324
stencil=262, total_loss=7.588529793202764e-05, total_rmsqb=1.9143845321371662
[44, 1, 130]
stencil=122, total_loss=7.707795827271691e-05, total_rmsqb=2.030915483239236
[22, 1, 65]
stencil=212, total_loss=7.113478125665135e-05, total_rmsqb=2.0537337703366334
stencil=215, total_loss=8.614576360034877e-05, total_rmsqb=2.2600607170962626
stencil=232, total_loss=7.133111121072396e-05, total_rmsqb=2.0565659406288956
[22, 1, 33]
stencil=212, total_loss=6.41654362741685e-05, total_rmsqb=2.053194606262579
stencil=215, total_loss=7.836469514688976e-05, total_rmsqb=2.269027519535514
stencil=232, total_loss=8.306521060627975e-05, total_rmsqb=2.3360876002811457
[22, 1, 17]
stencil=212, total_loss=6.215314337071157e-05, total_rmsqb=2.1270979183498593
stencil=215, total_loss=6.478571031295078e-05, total_rmsqb=2.1716785713717357
stencil=232, total_loss=8.053734576959405e-05, total_rmsqb=2.421333384731498
[22, 1, 9]
stencil=212, total_loss=6.096581862845891e-05, total_rmsqb=2.2175607862823066
stencil=215, total_loss=4.987297708996468e-05, total_rmsqb=2.005695384699046
stencil=232, total_loss=5.6256672266770055e-05, total_rmsqb=2.1301949355769034
[11, 1, 9]
stencil=212, total_loss=6.35989320774873e-05, total_rmsqb=2.3841503235458483
stencil=215, total_loss=3.460545071162457e-05, total_rmsqb=1.7586563240817537
stencil=232, total_loss=2.5717514710357555e-05, total_rmsqb=1.5160838503061345
[11, 1, 9]
stencil=122, total_loss=2.375162844343678e-05, total_rmsqb=1.5336696141860868
[6, 1, 5]
stencil=212, total_loss=3.4433633118169382e-06, total_rmsqb=0.6146854545783431
stencil=215, total_loss=3.5060239800562463e-05, total_rmsqb=1.9614125673225913
stencil=232, total_loss=5.795661897590274e-06, total_rmsqb=0.7974675747164821
[6, 1, 3]
stencil=212, total_loss=8.24535517393896e-08, total_rmsqb=0.10012501431383869
stencil=215, total_loss=9.56334294572186e-06, total_rmsqb=1.0783078634153636
stencil=232, total_loss=2.3691014468889026e-05, total_rmsqb=1.6971871551020334
[6, 1, 2]
stencil=212, total_loss=8.627576638294461e-08, total_rmsqb=0.10780991778233126
stencil=215, total_loss=1.1336129925136143e-05, total_rmsqb=1.2357957842216212
stencil=232, total_loss=2.8450127891639046e-07, total_rmsqb=0.19577463071919782
[6, 1, 1]
stencil=113, total_loss=4.0661060691288895e-08, total_rmsqb=0.07790763993531925
[3, 1, 1]
stencil=113, total_loss=5.688633970229213e-08, total_rmsqb=0.09699985533535907
[2, 1, 1]
stencil=113, total_loss=8.898605788739848e-09, total_rmsqb=0.040383547780552614
[1, 1, 1]
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_000.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_000.bin_2.0e-03.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-03/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-03 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1749.0985107421875, data_max:14723.8212890625
torch.Size([1, 1, 11, 1, 9])
torch.Size([1, 1, 22, 1, 9])
torch.Size([1, 1, 22, 1, 17])
torch.Size([1, 1, 22, 1, 33])
torch.Size([1, 1, 22, 1, 65])
torch.Size([1, 1, 44, 1, 130])
torch.Size([1, 1, 44, 2, 130])
torch.Size([1, 1, 44, 4, 130])
torch.Size([1, 1, 44, 8, 130])
torch.Size([1, 1, 44, 16, 130])
torch.Size([1, 1, 44, 31, 130])
torch.Size([1, 1, 44, 62, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 10.881
Zstd CR= 1.006
[31mTotal CR= 10.949 [0m
qb_min= -139, qb_max= 297
max_err= 32.946044921875
max_rel_err= 0.002
[31mpsnr= 59.153 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_001.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_001.bin_2.0e-03.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-03/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-03 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1734.5491943359375, data_max:14580.9970703125
torch.Size([1, 1, 11, 1, 9])
torch.Size([1, 1, 22, 1, 9])
torch.Size([1, 1, 22, 1, 17])
torch.Size([1, 1, 22, 1, 33])
torch.Size([1, 1, 22, 1, 65])
torch.Size([1, 1, 44, 1, 130])
torch.Size([1, 1, 44, 2, 130])
torch.Size([1, 1, 44, 4, 130])
torch.Size([1, 1, 44, 8, 130])
torch.Size([1, 1, 44, 16, 130])
torch.Size([1, 1, 44, 31, 130])
torch.Size([1, 1, 44, 62, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 10.653
Zstd CR= 1.012
[31mTotal CR= 10.785 [0m
qb_min= -113, qb_max= 284
max_err= 32.63134765625
max_rel_err= 0.002
[31mpsnr= 59.156 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_002.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_002.bin_2.0e-03.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-03/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-03 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1721.9188232421875, data_max:14520.7705078125
torch.Size([1, 1, 11, 1, 9])
torch.Size([1, 1, 22, 1, 9])
torch.Size([1, 1, 22, 1, 17])
torch.Size([1, 1, 22, 1, 33])
torch.Size([1, 1, 22, 1, 65])
torch.Size([1, 1, 44, 1, 130])
torch.Size([1, 1, 44, 2, 130])
torch.Size([1, 1, 44, 4, 130])
torch.Size([1, 1, 44, 8, 130])
torch.Size([1, 1, 44, 16, 130])
torch.Size([1, 1, 44, 31, 130])
torch.Size([1, 1, 44, 62, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 124, 130])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 247, 259])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 10.515
Zstd CR= 1.007
[31mTotal CR= 10.594 [0m
qb_min= -188, qb_max= 342
max_err= 32.485595703125
max_rel_err= 0.002
[31mpsnr= 59.156 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_010.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_010.bin_2.0e-03.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-03/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-03 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1578.50439453125, data_max:7738.2421875
torch.Size([1, 1, 11, 1, 9])
torch.Size([1, 1, 22, 1, 9])
torch.Size([1, 1, 22, 1, 17])
torch.Size([1, 1, 22, 1, 33])
torch.Size([1, 1, 22, 1, 65])
torch.Size([1, 1, 44, 1, 130])
torch.Size([1, 1, 44, 2, 130])
torch.Size([1, 1, 44, 4, 130])
torch.Size([1, 1, 44, 8, 130])
torch.Size([1, 1, 44, 16, 130])
torch.Size([1, 1, 44, 31, 130])
torch.Size([1, 1, 44, 62, 130])
